Sentence,Score
"It was not and cannot be described as a matter in which the entire Devanga
Community as Community took any interest or any steps in such a way as to make it possible to
suggest that a specified item of property was dedicated by it, or some members thereof, to public
purpose, viz.",tensor(0.4337)
"some welfare of the community at large.”
8.",tensor(0.5544)
"On the other hand the facts of this case show that the entire community in the area took an active
interest and contributed funds for the purpose of creating a “trust fund” in order that a school may
be established.",tensor(0.4577)
"Though it was what was called the “Keralasseri Food Committee” that first made a
move for the establishment of a High School by submitting Ext.",tensor(0.3544)
"A9 memorandum to the Chief
Minister, Madras, the public took up the matter and there was a meeting of the public on the 1st
February, 1947 and at that conference a resolution was passed to start a private school.",tensor(0.4690)
"A committee
was formed for collecting funds either as donations or as share capital.",tensor(0.6947)
Ext.,tensor(0.7596)
"A14 is the proceedings of
that meeting embodying the decisions taken at the meeting.",tensor(0.7177)
"These proceedings clearly indicate that
the intention was to create a trust fund.",tensor(0.6045)
It is so specifically stated in Ext.,tensor(0.6341)
A14.,tensor(0.7136)
"We shall extract the
relevant part.",tensor(0.7230)
(Text in Malayalam Language.),tensor(0.6609)
9.,tensor(0.7588)
"Long before the registration of the society funds were collected from the public towards share
money is evidenced by Exts.",tensor(0.7905)
"A3, A4, A24 and B26 receipts.",tensor(0.7106)
"There have been contributions as well,
has been established and this aspect has been discussed in the judgment of the court below.",tensor(0.6347)
"It is
thus clear that there has been a clear intention to form a trust and that a trust fund was created and
that the fund was utilised for the construction of the school building and for the ancillary purposes
for establishing and maintaining the work of the school.",tensor(0.4293)
"“A trust may be created by any language sufficient to show the intention, and no technical words are
necessary.",tensor(0.2986)
"The use of such words as ‘intent’ or ‘purpose’ or a direction that a fund shall be applied
by, or be at the disposal of, a person for the charitable purposes intended, may be as effectual as the
use of the word ‘trust’.",tensor(0.4159)
"Even the words ‘authorise and empower’ may be enough, upon the true
construction of the instrument”.",tensor(0.6367)
"(See Tudor on Charities, Sixth Edition, Page
128).",tensor(0.6985)
10.,tensor(0.7853)
"No corporation would be created within the meaning of the word “incorporated” occurring in
Entry 44 of List 1 of the Seventh Schedule to the Constitution by the formation and registration of a
society under the Societies Registration Act.",tensor(0.6366)
"The society would continue to remain as an
unincorporated society though under the Societies Registration Act it would have certain privileges
some of them being analogous to those of corporations.",tensor(0.5297)
"See Board of Trustees, Ayurvedic and Unani
College, Delhi v. State of Delhi, AIR 1962 SC 458.",tensor(0.5318)
"If there was a trust created by the public for a
public charitable purpose namely establishing, maintaining and running a school the fact of the
registration of a society could not change the character of the properties which had already been
constituted as trust properties and impressed with the trust and any addition to those properties
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
34
 must also have the same character.",tensor(0.5806)
11.,tensor(0.7424)
"We have therefore no hesitation in reaching the conclusion that a trust has been created and the
High School buildings, the land, all appurtenances, furniture, equipment and all other properties are
trust properties.",tensor(0.7371)
"-xxx-
13.",tensor(0.6974)
The suit is maintainable.,tensor(0.5442)
"By virtue of the registration of the society the nature of the trust
properties has not been changed and on the allegations and the findings, a suit for the reliefs asked
for is competent.",tensor(0.5933)
"We dismiss this appeal with costs.” (Emphasis supplied)
58.",tensor(0.7994)
"As indicated above, a crucial factual aspect in Kesava Panicker (supra), was that the public trust
was already created by the public and that it pre-existed the registration of the society.",tensor(0.6259)
"It was in such
circumstances that it was held that a ‘subsequent’ registration of the same entity as a society under
the Societies Registration Act, 1860 would not take away from its character as a public trust and
affect the maintainability of a suit under Section 92 of the CPC.",tensor(0.4636)
"A trust was already created by the
public for a public charitable purpose and the properties were already imbued with the character of
trust properties and impressed with the trust.",tensor(0.6533)
"The mere registration as a society to alter or
circumvent the status of things which was already present, was what was disallowed.",tensor(0.7660)
"However,
whether this factual peculiarity has a bearing on the facts of the present matter remains to be seen.",tensor(0.8139)
b.,tensor(0.7632)
"Views of different High Courts on the issue
59.",tensor(0.5017)
"Over the period of time, several decisions of different High Courts have been faced with the same
question which remains at the centre of the present litigation i.e., whether a society can be
considered to be a public trust for the purposes of Section 92 of the CPC.",tensor(0.4278)
"The High Court of Mysore
in C. Chikka Venkatappa & Another v. D. Hanumanthappa & Others reported in 1970 SCC OnLine
Kar 16 was concerned with a suit filed under Section 92 in relation to ‘Devanga Sangha’, a society
registered under the Mysore Societies Registration Act of 1904 whose object was to advance the
educational, economic and social welfare of the members of the Devanga community who are a
section of Hindus.",tensor(0.4977)
"The plaintiffs prayed that the defendants be removed from the office they held in
the Devanga Sangha and that they also be directed to render true and proper accounts as regards the
collections made by them on behalf of the Sangha in connection with the Silver Jubilee Building
Fund of the Sangha.",tensor(0.4428)
"The suit was decreed and while the first prayer was not granted, the second
prayer was granted only against two out of the five defendants.",tensor(0.4610)
"The High Court while holding that
the suit was entirely misconceived on law and also wholly unnecessary on facts, observed as follows:
i.",tensor(0.6441)
"First, that the words ‘creation of a trust’ under Section 92 obviously has reference to
similar phraseology employed in the Indian Trusts Act, 1882 although the same
pertains to ‘private trust’.",tensor(0.5818)
"‘Trust’ is therefore, an obligation annexed to the ownership
of property.",tensor(0.5561)
ii.,tensor(0.7311)
"Secondly, due regard was given to the object behind the enactment of the
Karnataka Societies Registration Act, 1960 and the Mysore Societies Registration Act
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
35
 of 1904 respectively, along with the express provisions in those legislations which
provided that the property, whether moveable or immoveable, belonging to a society
shall be deemed to be vested in the Governing Body of the Society unless it is
separately vested in trustees.",tensor(0.6092)
"While also referring to the provisions which provide
that a society may sue or be sued, it was concluded that the obvious effect of these
legal provisions would be that such property would belong to the society and be
owned by the society like any other individual since the society by itself is invested
with the character of a legal person.",tensor(0.4265)
"This is despite the fact that the society’s object
may be described as being one of a charitable nature and that it acquires property for
the purpose of achieving those objects.",tensor(0.3560)
"The existence of a trust, an author of the trust
and a transfer of the said property as trust property to any trustee cannot be
predicated in such circumstances where a society is involved.",tensor(0.2219)
"Further, it cannot be
said that whenever a society acquires property, it declares itself as a trustee in respect
of that property.",tensor(0.1942)
"On the contrary, the obligation to use the property for the purposes
of the society is an obligation which is inherent or implicit in the MoA, which is the
basic document constituting the society.",tensor(0.3465)
"The same cannot be construed as amounting
to any declaration of trust in respect of a specified property.",tensor(0.6143)
iii.,tensor(0.7904)
"Thirdly, after clarifying the aforesaid differences in law between a trust and a
society, it was stated that it would not be possible to begin with the assumption that
there is a trust created for public purposes for the invocation of Section 92 of the
CPC, unless some special circumstances are made out.",tensor(0.8398)
iv.,tensor(0.8638)
"Fourthly, it was stated that one must be able to draw a difference between an act
which is purely and exclusively an activity or concern of the registered society in
contrast to a matter in which an entire community takes any interest or steps, which
may suggest that a specified item of property was dedicated for a public purpose or
for the welfare of the community at large.",tensor(0.6238)
"Unless there are indications of a separate
vesting of the society’s property in a trust, effect must be given to the normal
provisions of law which vest the property in the Executive Council.",tensor(0.3651)
"v. Lastly, while agreeing that a trusteeship can be vested in a ‘committee of persons’
and that they can be treated as trustees for the purposes of Section 92, it was
however, held that the same would be different from the vesting of properties in the
governing body of a society registered under the Societies Registration Act, 1860.",tensor(0.5698)
60.,tensor(0.8038)
"The relevant observations in Chikka Venkatappa (supra) are reproduced
hereinbelow:
“2.",tensor(0.7043)
"[…] There is in Bangalore an association called the Devanga Sangha, which was
registered as a society on the 12th of February 1924 under the Mysore Societies
Registration Act of 1904.",tensor(0.5309)
"Like all other societies of that nature, the Sangha is
governed by a Memorandum of Association, a set of Articles of Association and
subsidiary bye-laws framed by the Society.",tensor(0.4974)
"The objects of the Sangha set out in the
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
36
 Memorandum are to advance the educational, economic and social welfare of the
members of the Devanga community who are a section of Hindus.",tensor(0.7195)
"The membership is
limited to those belonging to the said community and is subject to payment of
donations or periodical subscriptions.",tensor(0.7100)
"There are, as in other cases, different classes of
members like Patrons who are called by two different Kannada names ‘Poshaka and
Sahavaka’, Life members.",tensor(0.6655)
Hon.,tensor(0.6582)
members and ordinary members.,tensor(0.5287)
"The management
of affairs of the Sangha is vested in a body called the Executive Council consisting of a
President, four Vice-Presidents, a Secretary, a Treasurer and 50 other members.",tensor(0.6706)
"-xxx-
16.",tensor(0.8393)
"It is clear that the trust referred to in this section is one actually created for a
public purpose, whether that purpose be a charitable one or a religious one.",tensor(0.6127)
"The
choice of the words ‘creation of a trust’ obviously has reference to the similar
phraseology adopted in the Indian Trusts Act.",tensor(0.3587)
"‘Trust’ is an obligation annexed to the
ownership of property—vide S. 3 of the Act.",tensor(0.2973)
"A trust is created when the author of the
trust indicates with reasonable certainty by any words or acts an intention on his part
to create thereby a trust, the purpose of the trust, the beneficiary and the trust
property and (unless the trust is declared by will or the author of the trust is himself
to be the trustee) transfers the trust property to the trustee—(vide S. 6 of the Act).",tensor(0.5604)
17.,tensor(0.8706)
"The question is whether the formation of a society under the Societies
Registration Act to carry out any charitable or useful or social purpose can at all be
regarded as amounting to creation of a trust in the sense mentioned above.",tensor(0.6362)
"The
Societies Registration Act is an Act promulgated for the ?",tensor(0.5720)
??,tensor(0.7585)
"of making provision for
regulating, controlling and improving the legal condition of societies established for
the promotion of literature, science or fine arts or for the diffusion of useful
knowledge or for any charitable purposes.",tensor(0.7294)
"The Act of 1960 which was substituted for
the previous Mysore Act No.",tensor(0.5394)
"3 of 1904, has, however, limited the object to the mere
provision for registration of literary, scientific, charitable or other societies in the
State of Mysore.",tensor(0.5085)
"The manner in which the said objects are given effect to in the two
statutes is the same.",tensor(0.5952)
"They enable individuals to get themselves formed into an
incorporated body, like Corporations or Companies with a separate legal personality
conferred upon the incorporated body.",tensor(0.5403)
"And express provision is made (in S. 6 of the
Act of 1904 and S. 14 of the Act of 1960) to the effect that the property, moveable or
immoveable, belonging to a Society registered under the Act, unless it is vested
separately in trustees, shall be deemed to be vested for the time being in the
Governing Body of the society.",tensor(0.3804)
"S. 7 of the Act of 1904 corresponding to S. 15 of the
Act of 1960 makes provision for the manner in which the societies may sue or be
sued.",tensor(0.2028)
"The general provision is that every society registered under the Act may sue or
be sued in the name of President or other office bearer specified for the purpose by
the Rules and Regulations of the Society.",tensor(0.4777)
"Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
37
 18.",tensor(0.8611)
"The obvious legal effect of these provisions is that although the object of a society
may be described as a charitable purpose and by its regulations it is empowered to
acquire property and use the same for achieving its objects, the property belongs to
the society and is owned by the society like any other individual, because, the society
is itself invested with the character of a legal person by virtue of the provisions of the
statute.",tensor(0.6475)
"It is not property in respect of which it is possible to predicate a trust, an
author of the trust and a transfer of the said property as trust property to any trustee,
nor can it be said that whenever a society acquires property, it declares itself as a
trustee in respect of that property.",tensor(0.3879)
"The obligation to use the property for purposes of
the society is an obligation which is inherent or implicit in the Memorandum of
Association which is the basic document constituting the society.",tensor(0.4636)
"That does not amount to nor can it be, by any stretch of imagination, read as amounting to any
declaration of trust in respect of a specified property.",tensor(0.6851)
19.,tensor(0.8790)
"Such being the clear position in law in regard to trusts and in regard to registered societies and
the clear difference between the two, the prima facie opinion in this case should necessarily be that
unless some special circumstances are made out, it is not possible to start with an assumption that
there is a trust created for public purposes, in regard to which the provisions of S. 92 CPC.",tensor(0.8098)
"could be
invoked.",tensor(0.6296)
"-xxx-
25.",tensor(0.7074)
"On the evidence, therefore, there cannot be the slightest doubt that the construction of this
building was purely and exclusively an activity and concern of the registered society called the
Devanga Sangha.",tensor(0.5533)
"It was not and cannot be described as a matter in which the entire Devanga
community as community took any interest or any steps in such a way as to make it possible to
suggest that a specified item of property, was dedicated by it, or some members thereof, to public
purpose, viz., some welfare of the community at large.",tensor(0.5636)
26.,tensor(0.8729)
"[…] All that happens is that the registered society acquires a certain item of property which,
under the law, must be deemed to vest in the governing body unless they take steps to vest it
separately in trustees.",tensor(0.7097)
There is no suggestion here of any such separate vesting.,tensor(0.6481)
"Hence effect should
be given to the normal provisions of law which vest the property in the Executive Council.",tensor(0.7777)
"-xxx-
29.",tensor(0.8263)
"The other four-decisions are relied upon to make out one general proposition, namely, that for
the purpose of applying the provisions of S. 92 CPC., it is not obligatory that the trustees should be
individual human beings, but may be statutory committees or statutory bodies including
incorporated bodies.",tensor(0.7525)
In T. Sitharama Chetty's case [ILR.,tensor(0.7241)
39 Mad.,tensor(0.6415)
700.],tensor(0.7112)
", it was held that an Area
Committee appointed under one of the provisions of the Madras Endowments Act, which was in
management of a certain temple, may clearly be regarded as a trust for the purpose of S. 92 CPC.",tensor(0.7396)
"In
Commissioner, Lucknow Division's case [AIR.",tensor(0.6912)
1937 PC.,tensor(0.5960)
240.],tensor(0.5173)
", there was an unincorporated
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
38
 informal committee of persons who collected subscriptions for a specific purpose.",tensor(0.6768)
"In
Gomathinayagam's case [AIR.",tensor(0.7189)
1963 Mad.,tensor(0.6144)
387.],tensor(0.6356)
", the founder of a certain school who had endowed
properties for purposes of the school transferred those properties on trust to a Committee of persons
who got themselves incorporated into a company without any motive of profits under S. 26 of the
Indians Companies Act of 1913 (corresponding to S. 25 of the 1956 Act).",tensor(0.5950)
"In all these cares, it was
held that the fact that the trusteeship vested in a Committee of persons, whether incorporated or
not, made no difference to treating them as trustees for the purpose of S. 92 CPC.",tensor(0.4604)
"But that does not
carry the plaintiffs' case any further in this case.",tensor(0.6526)
"In every one of these decided cases, there was a
clear creation of a trust for public purposes within the meaning of S. 92 CPC.",tensor(0.7814)
as explained by us.,tensor(0.7790)
"In
every case, there was already either a temple with endowed properties managed by the Area
Committee or an actual transfer of property on trust by the founder of the school in favour of the
Committee or the collection of funds by an informal committee for a specified public purpose
amounting in law to a declaration of trust by themselves.",tensor(0.8094)
30.,tensor(0.8235)
"But one case which comes very near the present case is that in P. Mahadevayya's case [53 Mys
H.C.R.",tensor(0.7921)
167] .,tensor(0.7893)
"That was a case of a registered society formed for the educational advancement of the
Veerasaiva community which became the victim of serious differences of opinion between its
members resulting in a split threatening to put an end to the useful activities of the society.",tensor(0.7873)
"A suit
was filed with the consent of the Deputy Commissioner of the relevant district under S. 92 CPC.",tensor(0.7302)
"for
the framing of a scheme.",tensor(0.7584)
"The bulk of the reported judgment discusses the facts and there is no
discussion of the legal principles adverted to by us above.",tensor(0.6986)
"The Court seems to proceed upon the
assumption that the case was one to which S. 92, CPC.",tensor(0.6179)
could be rightly applied.,tensor(0.6636)
"There is reference
made to the case reported in T. Sitharama Chetty's case [ILR.",tensor(0.7469)
39 Mad.,tensor(0.6693)
700.],tensor(0.5325)
"at page 175 of the
Mysore High Court Reports.",tensor(0.6436)
"The contention disposed of by reference to the said decision was that
according to one of the rules governing the society, no changes in the rules can be made without the
consent of ¾th of the members of the general committee and that as the rules themselves provided
a proper procedure, it was not competent for the Court to interfere and frame a scheme.",tensor(0.6088)
"This is what
the Court has stated in rejecting that contention:
“We do not think that there is much substance in this contention.",tensor(0.5763)
"The fact that there
is a statutory body or committee which governs an institution does not bar the
jurisdiction of the Court to frame a scheme because the Court is the ultimate
protector of charities and it is the inherent right of the Court always to intervene to
safeguard and preserve a charity whenever it is necessary to do so.",tensor(0.6687)
"In Sitharama
Chetty v. S. Subramanja Iyer (ILR.",tensor(0.7432)
39 Mad.,tensor(0.8553)
"700) where a similar contention was raised that the Court ought not to frame a
scheme for a temple when there is a temple committee functioning under a statute,
their Lordships Sir John Wallis and Seshagiri Ayyar repelled the contention and held
that they had jurisdiction to do so.”
31.",tensor(0.7210)
"It will be seen that the analogy sought to be drawn between the case in Sitarama Chetty's case
[ILR.",tensor(0.7094)
39 Mad.,tensor(0.6905)
700.],tensor(0.6763)
"and the case before the erstwhile High Court of Mysore may not have been
possible if the great distinction that existed between a temple governed by an Area Committee under
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
39
 the Madras Endowments Act and a society registered under the Societies Registration Act had been
brought to the notice of the Court.",tensor(0.5849)
The Area Committee referred to in Sitharama Chetty's case [ILR.,tensor(0.6005)
39 Mad.,tensor(0.6918)
700.],tensor(0.6651)
"is certainly not the same as the governing body of a society registered under the
Societies Registration Act.",tensor(0.8249)
32.,tensor(0.9486)
As the ruling relied upon did not discuss the principle of law ?,tensor(0.9669)
??,tensor(0.8521)
"before us we do not consider it
to be a clear authority in support of the proposition sought to be made by Mr. Nagaraja Rao on
behalf of the plaintiffs.",tensor(0.6798)
"If the decision should be regarded as laying down by implication, that even in
the case of an ordinary society registered under the Societies Registration Act, a matter exclusively
and completely governed by the provisions of the said Act and the general law, can be brought
within the scope of S. 92 CPC.",tensor(0.5388)
"as if the position is clearly one of creation of a trust for public
purposes, with respect, we find ourselves unable to agree with it.” (Emphasis supplied)
61.",tensor(0.5552)
"On the other hand, the High Court of Bombay in Shri Dnyaneshwar Madhuradwait Sampradayik
Mandal, Amravati v. Charity Commissioner, Bombay and another reported in 1980 SCC OnLine
Bom 120 while dealing with Section 2(13) of the Bombay Public Trusts Act, 1950 observed that a
society registered under the Societies Registration Act, 1860 having an object which is religious or
charitable or both, would be covered by the definition of a ‘public trust’ under Section 2(13).",tensor(0.4026)
"However, the said observation was made since the aforesaid State legislation which governed public
trusts explicitly included societies functioning for a public purpose of a religious or charitable nature
within the definition of a ‘public trust’.",tensor(0.4671)
"The relevant observations are thus:
“7.",tensor(0.7799)
"Section 2(13) of the Bombay Public Trusts Act, 1950 which defines “public trust” is
in the following terms:
“2(13) “public trust” means an express or constructive trust for either a public,
religious or charitable purpose or both and includes a temple, a math, a wakf, church
synagogue, agiary or other place of public religious worship, a dharmada or any other
religious or charitable endowment and a society formed either for a religious or
charitable purpose or for both and registered under the Societies Registration Act,
1860.”
8.",tensor(0.6512)
"The present case falls under the last clause of this definition and satisfies both the
conditions, namely, that it is a registered society under the Societies Registration Act
and as pointed out above, the society was formed for a religious purpose.” (Emphasis
supplied)
62.",tensor(0.5277)
In Board of Governors St. Thomas School and Others v. A.K.,tensor(0.4488)
"George and another reported in
1984 SCC OnLine Cal 56 leave to institute a suit under Section 92 of the CPC pertaining to St.
Thomas School, a statutory body constituted under the St. Thomas School Act, 1923 was sought on
the allegation that the Board of Governors were not properly constituted and that the trust property
was not being properly managed by the trustees i.e., the Board of Governors of the said school.",tensor(0.3833)
Leave was granted ex-parte on the ground that the school constituted a public charitable trust.,tensor(0.4791)
"While holding that the school was not a public charitable trust, the High Court of Calcutta observed
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
40
 that the fact that a provision under the St. Thomas School Act, 1923 provided that all the property
vested in the Governors by itself was not sufficient to lead to the conclusion that they were held in
trust or that a charitable trust of a public nature was created.",tensor(0.6701)
"The relevant observations are thus:
“11.",tensor(0.7955)
"As regards the next contention that there is no public charitable trust in respect
of the St. Thomas School which is expressly governed by the said St. Thomas School
Act 1923, it was tried to be contended on behalf of the respondents by referring to
Section 11 of the said Act that all the property vested in the Governors by or under
this Act should be deemed to be held in Trust, thereby meaning constructive
charitable trust of a public nature.",tensor(0.4115)
"This contention, in our opinion, is totally devoid of
any merit in view of the fact that Section 11 of the said Act does not at all either
expressly or impliedly purport to create a charitable trust of a public nature.",tensor(0.4111)
"St.
Thomas School and its property have to be administered in accordance with the
provisions of St. Thomas School Act 1923 and if there is any breach of the provision
of the Act then the remedy is to be sought under the said Act.",tensor(0.6963)
"The mode of
constitution of the Board of Governors had been specifically laid down in S. 2 of the
said Act.",tensor(0.7528)
"In these circumstances the contention that the St. Thomas School is a public
charitable trust cannot be sustained.",tensor(0.8097)
"Hence the instant suit filed under Section 92 of
the Civil P.C.",tensor(0.7220)
"with the leave of the Court granted under the said section is not
competent and the ex parte leave that was granted is liable to be revoked and
withdrawn.",tensor(0.6958)
"[…]I have already held that the St. Thomas School and its properties do
not constitute a public charitable trust at all but they are governed by the provisions
of the St. Thomas School Act, 1923 (Bengal Act XII of 1923).” (Emphasis supplied)
63.",tensor(0.6941)
"In The Advocate General v. Bhartiya Adam Jati Sewak Sangh and Ors reported in
MANU/HP/0182/2001, the High Court of Himachal Pradesh held that even if the defendant no.",tensor(0.6214)
"1
and 2 societies respectively were performing charitable functions, the same by itself would not
attract the provisions of Section 92 of the CPC since there was no evidence that any trust was
expressly or impliedly created.",tensor(0.4673)
"In the said case also the societies functioning for a charitable aim,
i.e., the social and economic upliftment of the weaker section of the society and money was being
raised from various sources, including the public at large as well as in the form of grants-in-aid from
the government.",tensor(0.4531)
"Further, the High Court interpreted Section 5 of the Societies Registration Act,
1860 to mean that if the properties were already vested in trustees, only then it shall not be deemed
to be vested in the governing body of the society.",tensor(0.3842)
"In other words, the subsequent registration of a
trust as a society would not have the effect of altering the properties belonging to the trust and the
trustees would continue to be the legal owners of such properties.",tensor(0.4812)
"It adopted the interpretation
given in Kesava Panicker (supra).",tensor(0.8276)
"In this context, it was held that there was no evidence to show that
any funds were collected from the general public before the defendant nos.",tensor(0.7392)
"1 and 2 societies
respectively came to be registered as societies and therefore, no trust as such could be said to have
been existed.",tensor(0.5137)
"Hence, all the monies received or collected by them would vest in the governing body
of the society only.",tensor(0.5179)
"Therefore, there being no trust and the defendant nos.",tensor(0.6259)
"1 and 2 respectively
admittedly being societies, the suit under Section 92 was not maintainable.",tensor(0.7336)
"The relevant
observations are reproduced hereinbelow:
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
41
 “17.",tensor(0.7616)
"At this stage, reference is required to be made to Section 5 of the Societies
Registration Act, 1860, which provides :
The property, movable and immovable, belonging to a society registered under this
Act, if not vested in Trustees, shall be deemed to be vested, for the time being in the
governing body of such society, and in all proceedings, civil and criminal may be
described as the property of the governing body of such society by their proper title.",tensor(0.7245)
"(Emphasis supplied in original)
18.",tensor(0.7801)
"Under the above provisions the properties shall not vest in the Society, if such
properties were already with the trustees.",tensor(0.5034)
"In other words, the registration of a Trust
as a Society under the Societies Registration Act, 1860 would not alter the position
and the properties belonging to the trust would not vest in the society but the trustees
would continue to be the legal owners of such properties.",tensor(0.5041)
"-xxx-
21.",tensor(0.8798)
"In the present case, there are neither pleadings nor evidence to show that any funds were
collected from the general public before the Defendants No.",tensor(0.9590)
"1 and 2 came to be registered as
Societies under the Societies Registration Act, 1860.",tensor(0.6932)
"Therefore there was no trust as such and vide
Section 20 of the Societies Registration Act, 1860, all moneys received by the Defendants No.",tensor(0.4176)
"1 and
2 either by way of grants-in-aid or in the form of contributions from the public would vest in the
societies, that is, Defendants No.",tensor(0.5024)
1 and 2.,tensor(0.4706)
"-xxx-
24.",tensor(0.5280)
"In the present case, the very first condition is lacking.",tensor(0.7064)
"As stated above, it is the admitted case of
the Plaintiff that Defendants No.",tensor(0.8146)
"1 and 2 are ""societies"" registered under the Societies Registration
Act, 1860.",tensor(0.8644)
There is no averment and/or evidence that any trust was expressly or impliedly created.,tensor(0.6996)
Even if Defendants No.,tensor(0.5947)
"1 and 2 are carrying on charitable purpose, the same by itself would not
attract the provisions of Section 92, Code of Civil Procedure.",tensor(0.7216)
25.,tensor(0.9322)
On the facts and circumstances of the case neither the Defendants No.,tensor(0.6846)
"1 and 2 are public trusts
nor the Defendants No.",tensor(0.4254)
3 to 7 are the trustees.,tensor(0.5887)
"The issue is decided against the Plaintiff.” (Emphasis
supplied)
64.",tensor(0.6042)
"In Abhaya (supra), the Kerala High Court also refused to accept the contention that a society can
be considered to be a public trust for the purposes of Section 92 of the CPC.",tensor(0.5843)
"The organisation
therein was registered under the Travancore-Cochin Literary, Scientific, and Charitable Societies
Registration Act, 1955 and was constituted with the objectives of serving the mentally-ill, improving
the social and non-social environment of the mental hospitals in Kerala, provision of facilities to
improve the life-conditions of the mentally-ill, and rehabilitation of the recovered patients,
especially those patients who have no familial support.",tensor(0.5819)
"The required capital of the society was also
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
42
 raised by membership/subscription fees, donations, loans, grants and other voluntary
contributions, including from the public.",tensor(0.7307)
"Allegations of mismanagement, misconduct and
misappropriation were levelled against the defendants.",tensor(0.8558)
"While dismissing the original petition, it was
held as follows:
i.",tensor(0.7812)
"First, that there was absolutely nothing in the Rules and Regulations of the
Memorandum of Association which indicated that prior to the formation and
registration of the society there was a trust having any property.",tensor(0.5447)
"In such a scenario,
the formation of a society to carry out any charitable or social purpose would not ipso
facto make the society a public trust, especially since the society is also empowered to
acquire property to use for its purposes.",tensor(0.2296)
"Such a property which is then acquired will
only be the property of the society which is a legal person by virtue of the provisions
of the statute and will not be a property in respect of which a trust can be predicated.",tensor(0.1587)
"It cannot be said that whenever a society acquires property, it declares itself as a
trustee in respect of that property.",tensor(0.2213)
"While it does have a legal obligation to use the property for its prescribed purposes
and strictly in accordance with the Rules and Regulations of the Memorandum of
Association, by no stretch of imagination can it be considered as a declaration of
trust.",tensor(0.5547)
ii.,tensor(0.7681)
"Secondly, on a reading of Section 8 of the Travancore-Cochin Literary, Scientific,
and Charitable Societies Registration Act, 1955, which is pari materia to Section 5 of
the Societies Registration Act, 1860, it was inferred that unless the properties had
already vested separately in trustees, they shall vest in the governing body of the
society.",tensor(0.7103)
iii.,tensor(0.7269)
"Thirdly, it was opined that a procedure for the removal of the existing governing
body, appointment of a fresh governing body and framing a scheme for the better and
efficient management of the society was already contemplated within the
Travancore-Cochin Literary, Scientific, and Charitable Societies Registration Act,
1955.",tensor(0.6739)
"Such a relief could be availed by the members of the society as well, however,
provided that a minimum of 10% of the members on the rolls of the society join
together.",tensor(0.5602)
"It was opined that this express provision cannot be sought to be
circumvented by the aggrieved members of the society by making an allegation that
the society is a public trust and adopting the route under Section 92 of the CPC
instead.",tensor(0.6926)
iv.,tensor(0.8879)
"Lastly, while acknowledging that it is the allegation in the plaint that determines the jurisdiction
of the court under Section 92 of the CPC and that if a breach of trust is ‘alleged’, the grant of leave
may be given, it was cautioned that when the very existence of a trust of any kind is seriously
disputed/denied, the court must prima facie satisfy itself of the existence of the trust.",tensor(0.6263)
"It is true that if
the contention is that there is no public trust but only a private one, a decision on whether the trust
is of a public or private nature can only be made after taking in evidence.",tensor(0.4113)
"However, the same
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
43
 principle would not apply when the issue is that a trust by itself is absent in the circumstances.",tensor(0.5164)
There must be some material to convince the court that a trust has been created.,tensor(0.7410)
65.,tensor(0.8115)
"The relevant observations made in Abhaya (supra) are reproduced hereinbelow:
“7.",tensor(0.6636)
"In the 1st paragraph of the petition itself it is admitted that the first
petitioner-organisation “Abhaya” was constituted with the objectives of serving the
mentally ill-persons, improving the social and non-social environment of the mental
hospitals of Kerala, providing the mentally ill-persons with facilities to improve their
life conditions and rehabilitating the recovered patients, especially those who are
unwanted by their families.",tensor(0.5472)
"It is also admitted that in a general body meeting of the
1st petitioner held on 5-1-1986 it was decided to register the 1st petitioner-
organisation under the provisions of Act XII of 1955 and the same was registered
with Reg.",tensor(0.7453)
No.,tensor(0.9865)
"71 of 1986 by the Registrar of Co- operative Societies having its
registered office at “Varda” Nandavanam, Trivandrum.",tensor(0.8492)
"In paragraphs 3 to 13 the
respondents 1 to 6 have extracted the various provisions of the Rules and Regulation
of the Society.",tensor(0.5445)
"A copy of the Memorandum of Association is produced by respondents
1 to 6.",tensor(0.4227)
"The Memorandum of Association shows that the name of the Society is
“Abhaya” and its registered office is at “Varada” Nandavanam, Trivandrum.",tensor(0.4799)
The area of activity of the Society is limited to State of Kerala.,tensor(0.5689)
"Clause 4 of the Rules and Regulations
of the Memorandum of Association deals with the main objectives of the Society, which reads as
follows:—
4.",tensor(0.5140)
